ENSG	GeneSymbol	log2FoldChange	padj
ENSG00000165704.13	HPRT1	0.209	0.961171527847687
ENSG00000165714.9	BORCS5	0.514	0.659244756679211
ENSG00000165716.8	FAM69B	-1.226	0.632840180955686
ENSG00000165724.5	ZMYND19	0.321	0.912324171937227
ENSG00000165730.13	STOX1	-0.899	0.864412862038657
ENSG00000165731.16	RET	1.827	0.614401099681532
ENSG00000165732.11	DDX21	0.244	0.95983908763956
ENSG00000165733.7	BMS1	-0.041	0.987824373716955
ENSG00000165752.15	STK32C	-0.245	0.966226961427151
ENSG00000165757.8	KIAA1462	-2.434	0.427008763215822
ENSG00000165775.16	FUNDC2	-0.221	0.94862050693917
ENSG00000165782.9	TMEM55B	-0.045	0.990172517863484
ENSG00000165792.16	METTL17	0.36	0.848907079907702
ENSG00000165795.19	NDRG2	-1.479	0.489314711314484
ENSG00000165799.4	RNASE7	1.045	0.912324171937227
ENSG00000165801.8	ARHGEF40	-0.513	0.892513747631369
ENSG00000165802.18	NSMF	0.377	0.906621155343987
ENSG00000165804.14	ZNF219	0.828	0.491333104598878
ENSG00000165806.18	CASP7	-0.728	0.699156244787331
ENSG00000165807.6	PPP1R36	0.917	0.910121113111785
ENSG00000165810.15	BTNL9	-1.494	0.506340221104876
ENSG00000165813.15	CCDC186	-0.393	0.956603013165675
ENSG00000165816.11	VWA2	0.361	0.985433554809215
ENSG00000165819.10	METTL3	0.638	0.633878258017506
ENSG00000165821.10	SALL2	-0.162	0.985578772171487
ENSG00000165828.12	PRAP1	-2.738	0.644187765917883
ENSG00000165832.5	TRUB1	0.123	0.977181771104685
ENSG00000165837.10	ERICH6B	1.44	0.462413530401025
ENSG00000165861.12	ZFYVE1	-0.096	0.980991834636687
ENSG00000165868.11	HSPA12A	-0.057	0.994537282139252
ENSG00000165879.8	FRAT1	-1.117	0.681172152651922
ENSG00000165886.4	UBTD1	-0.417	0.909749102909927
ENSG00000165887.10	ANKRD2	-0.275	0.986263367826178
ENSG00000165891.14	E2F7	1.763	0.427008763215822
ENSG00000165895.16	ARHGAP42	-0.7	0.876327344828934
ENSG00000165898.12	ISCA2	-0.181	0.959860533173091
ENSG00000165905.15	GYLTL1B	1.689	0.503558704830461
ENSG00000165912.14	PACSIN3	0.807	0.836965764580243
ENSG00000165914.13	TTC7B	-0.754	0.732597900219048
ENSG00000165915.12	SLC39A13	-0.126	0.977181771104685
ENSG00000165916.7	PSMC3	-0.403	0.843421263027164
ENSG00000165917.8	RAPSN	-0.367	0.95983908763956
ENSG00000165923.14	AGBL2	0.736	0.741754135563349
ENSG00000165929.11	TC2N	1.103	0.599175968178077
ENSG00000165934.11	CPSF2	0.416	0.816371432412856
ENSG00000165935.8	SMCO2	-0.624	0.92417527211568
ENSG00000165943.4	MOAP1	0.039	0.993476061952059
ENSG00000165948.9	IFI27L1	0.023	0.998117201067154
ENSG00000165949.11	IFI27	-2.014	0.68335320733183
ENSG00000165959.10	CLMN	-0.236	0.964280072008434
ENSG00000165966.13	PDZRN4	-3.221	0.317132023043015
ENSG00000165983.13	PTER	-0.988	0.443718090504869
ENSG00000165985.9	C1QL3	-1.399	0.750513034441401
ENSG00000165995.17	CACNB2	3.299	6.11799748939342e-07
ENSG00000165996.12	HACD1	-2.198	0.389963560269186
ENSG00000165997.4	ARL5B	-0.748	0.683754241486469
ENSG00000166002.5	SMCO4	-0.942	0.477422133565864
ENSG00000166004.13	CEP295	-0.022	0.99721597945701
ENSG00000166012.13	TAF1D	0.205	0.950122380384479
ENSG00000166016.5	ABTB2	-0.348	0.944545136989123
ENSG00000166024.12	R3HCC1L	-0.358	0.866207242130809
ENSG00000166025.16	AMOTL1	-0.45	0.892513747631369
ENSG00000166033.10	HTRA1	-1.153	0.491914081812819
ENSG00000166035.9	LIPC	-2.645	0.521041779512345
ENSG00000166037.9	CEP57	-0.54	0.814409416006141
ENSG00000166046.9	TCP11L2	-0.097	0.987824373716955
ENSG00000166068.11	SPRED1	-0.168	0.969467315971177
ENSG00000166073.7	GPR176	-0.784	0.907342355524984
ENSG00000166086.11	JAM3	-0.516	0.890863565352248
ENSG00000166106.3	ADAMTS15	-0.828	0.894315257286704
ENSG00000166123.12	GPT2	0.409	0.951984485472979
ENSG00000166126.9	AMN	-0.563	0.967982758850391
ENSG00000166128.11	RAB8B	-0.824	0.662100530751501
ENSG00000166130.13	IKBIP	0.528	0.896982141020282
ENSG00000166133.16	RPUSD2	0.385	0.797997690008722
ENSG00000166135.12	HIF1AN	-0.001	0.999421944799129
ENSG00000166136.14	NDUFB8	-0.274	0.936580660819886
ENSG00000166140.16	ZFYVE19	0.044	0.991023137179418
ENSG00000166143.8	PPP1R14D	0.775	0.937049955638064
ENSG00000166145.13	SPINT1	-0.292	0.94862050693917
ENSG00000166147.12	FBN1	-0.648	0.890863565352248
ENSG00000166148.3	AVPR1A	-2.498	0.511520838096047
ENSG00000166153.15	DEPDC4	0.307	0.927571406702536
ENSG00000166164.14	BRD7	0.32	0.87394802434501
ENSG00000166165.11	CKB	-0.757	0.910121113111785
ENSG00000166166.11	TRMT61A	0.264	0.909749102909927
ENSG00000166167.16	BTRC	0.153	0.962512844532199
ENSG00000166169.15	POLL	-0.065	0.987824373716955
ENSG00000166170.9	BAG5	0.198	0.936755092288146
ENSG00000166171.11	DPCD	-0.644	0.842992491882264
ENSG00000166173.10	LARP6	-0.029	0.998117201067154
ENSG00000166181.11	API5	0.231	0.903883827561798
ENSG00000166183.14	ASPG	0.942	0.943893504685173
ENSG00000166188.2	ZNF319	0.295	0.876304083918127
ENSG00000166189.7	HPS6	-0.373	0.838020498317532
ENSG00000166192.13	SENP8	0.428	0.907054866253379
ENSG00000166197.15	NOLC1	0.423	0.821280978410385
ENSG00000166199.11	ALKBH3	-0.093	0.989469457676421
ENSG00000166200.13	COPS2	-0.141	0.952194143339349
ENSG00000166206.12	GABRB3	-0.821	0.939441179671898
ENSG00000166224.15	SGPL1	-0.042	0.991023137179418
ENSG00000166225.7	FRS2	1.713	0.0056998339324769
ENSG00000166226.11	CCT2	2.682	1.41498392659441e-06
ENSG00000166228.7	PCBD1	0.049	0.993947349150132
ENSG00000166233.11	ARIH1	0.428	0.689643240201673
ENSG00000166246.12	C16orf71	-0.271	0.958190453581745
ENSG00000166250.10	CLMP	-1.968	0.624048272062347
ENSG00000166257.7	SCN3B	-0.552	0.910228979957821
ENSG00000166260.9	COX11	-0.135	0.964500473131924
ENSG00000166261.9	ZNF202	0.305	0.83365671169881
ENSG00000166262.14	FAM227B	0.864	0.388873009867856
ENSG00000166263.12	STXBP4	0.415	0.907054866253379
ENSG00000166265.10	CYYR1	-1.056	0.632840180955686
ENSG00000166266.12	CUL5	-0.402	0.734604220461999
ENSG00000166268.9	MYRFL	0.269	0.979689701413654
ENSG00000166272.15	WBP1L	-0.425	0.782907960162493
ENSG00000166275.14	BORCS7	-0.018	0.998117201067154
ENSG00000166278.13	C2	0.171	0.987824373716955
ENSG00000166289.5	PLEKHF1	-0.647	0.910121113111785
ENSG00000166292.10	TMEM100	-2.613	0.186052350365564
ENSG00000166295.7	ANAPC16	-0.069	0.986502550152388
ENSG00000166311.8	SMPD1	-1.387	0.221529542520118
ENSG00000166313.17	APBB1	-0.76	0.802551017586932
ENSG00000166321.12	NUDT13	-0.205	0.965610207653724
ENSG00000166323.11	C11orf65	0.384	0.910121113111785
ENSG00000166326.6	TRIM44	-0.196	0.938553815601574
ENSG00000166333.12	ILK	-0.618	0.797997690008722
ENSG00000166337.8	TAF10	-0.175	0.967982758850391
ENSG00000166340.13	TPP1	-0.397	0.860375266302826
ENSG00000166341.7	DCHS1	-0.779	0.768347763972934
ENSG00000166343.8	MSS51	0.677	0.788990618887467
ENSG00000166347.17	CYB5A	-1.428	0.52620547823659
ENSG00000166348.16	USP54	0.68	0.818316295916687
ENSG00000166349.8	RAG1	1.097	0.781763138008337
ENSG00000166352.14	C11orf74	0.134	0.978248046647249
ENSG00000166359.9	WDR88	-0.331	0.926294876255366
ENSG00000166377.18	ATP9B	-0.464	0.868032739088686
ENSG00000166387.10	PPFIBP2	-0.917	0.717149907722154
ENSG00000166394.13	CYB5R2	-0.065	0.994617878470561
ENSG00000166398.11	KIAA0355	-0.449	0.810126282181737
ENSG00000166401.12	SERPINB8	-0.366	0.907054866253379
ENSG00000166402.7	TUB	-2.298	0.261559960970585
ENSG00000166405.13	RIC3	-0.672	0.954426287408699
ENSG00000166411.12	IDH3A	-0.115	0.985637869890251
ENSG00000166415.13	WDR72	0.307	0.980991834636687
ENSG00000166428.11	PLD4	-4.406	0.0094414773997802
ENSG00000166432.13	ZMAT1	-0.288	0.968346762482424
ENSG00000166435.14	XRRA1	0.586	0.856827803106979
ENSG00000166436.14	TRIM66	0.434	0.827464668393134
ENSG00000166439.5	RNF169	0.13	0.9849929588497
ENSG00000166441.11	RPL27A	0.115	0.986263367826178
ENSG00000166444.16	ST5	-0.228	0.967982758850391
ENSG00000166446.13	CDYL2	0.021	0.998047724332366
ENSG00000166448.13	TMEM130	-1.41	0.856227830588564
ENSG00000166450.11	PRTG	0.257	0.980026009919804
ENSG00000166451.12	CENPN	0.169	0.979689701413654
ENSG00000166452.10	AKIP1	-0.201	0.947688814552388
ENSG00000166454.8	ATMIN	-0.122	0.960493974022809
ENSG00000166455.12	C16orf46	0.591	0.68249470848432
ENSG00000166471.9	TMEM41B	0.201	0.913944308962241
ENSG00000166473.15	PKD1L2	1.871	0.512316211933801
ENSG00000166477.11	LEO1	-0.239	0.912618972457897
ENSG00000166478.8	ZNF143	0.133	0.934552766911707
ENSG00000166479.8	TMX3	-0.137	0.969676849350824
ENSG00000166482.10	MFAP4	-1.54	0.714730766521752
ENSG00000166483.9	WEE1	-0.299	0.944545136989123
ENSG00000166484.18	MAPK7	0.67	0.413418359989983
ENSG00000166501.11	PRKCB	-2.96	0.183364376510814
ENSG00000166503.7	RP11-382A20.3	0.212	0.975758083741914
ENSG00000166507.15	NDST2	0.153	0.967982758850391
ENSG00000166508.16	MCM7	0.308	0.901372019363546
ENSG00000166510.12	CCDC68	-0.584	0.912324171937227
ENSG00000166523.6	CLEC4E	-1.236	0.797225849094221
ENSG00000166526.15	ZNF3	0.038	0.991023137179418
ENSG00000166529.13	ZSCAN21	0.179	0.950122380384479
ENSG00000166532.14	RIMKLB	2.291	0.369555342444826
ENSG00000166546.12	BEAN1	0.378	0.968299470625089
ENSG00000166548.14	TK2	-0.542	0.835908525701694
ENSG00000166557.11	TMED3	0.198	0.957852054644848
ENSG00000166562.7	SEC11C	-0.638	0.818116506566838
ENSG00000166575.15	TMEM135	-0.617	0.759299384421383
ENSG00000166578.8	IQCD	-0.887	0.805473074473364
ENSG00000166579.14	NDEL1	0.265	0.903818275522034
ENSG00000166582.8	CENPV	1.421	0.683754241486469
ENSG00000166589.11	CDH16	-1.37	0.912847585695648
ENSG00000166592.10	RRAD	-1.199	0.82995795746252
ENSG00000166595.10	FAM96B	-0.265	0.951984485472979
ENSG00000166596.13	CFAP52	0.759	0.751086828055091
ENSG00000166598.11	HSP90B1	-0.079	0.987824373716955
ENSG00000166619.11	BLCAP	-0.33	0.829079988110266
ENSG00000166669.12	ATF7IP2	-0.557	0.932982672233643
ENSG00000166670.8	MMP10	-1.669	0.747016014759409
ENSG00000166676.13	TVP23A	-0.52	0.917493413278479
ENSG00000166681.12	NGFRAP1	-0.314	0.933831691616757
ENSG00000166682.9	TMPRSS5	5.508	3.2918614409332e-07
ENSG00000166685.10	COG1	-0.112	0.969330105947749
ENSG00000166689.13	PLEKHA7	-0.21	0.968346762482424
ENSG00000166704.10	ZNF606	0.48	0.903818275522034
ENSG00000166707.9	ZCCHC18	-0.872	0.815677486298429
ENSG00000166710.16	B2M	-0.945	0.693478857003578
ENSG00000166716.8	ZNF592	0.142	0.95983908763956
ENSG00000166734.17	CASC4	0.296	0.930417890301598
ENSG00000166736.10	HTR3A	-4.376	0.294522673999273
ENSG00000166741.6	NNMT	-2.613	0.296878690192982
ENSG00000166743.8	ACSM1	-2.812	0.294522673999273
ENSG00000166747.11	AP1G1	0.086	0.979689701413654
ENSG00000166750.8	SLFN5	0.155	0.978771429296205
ENSG00000166762.15	CATSPER2	0.754	0.821835642098453
ENSG00000166763.7	STRCP1	0.587	0.94511202739328
ENSG00000166770.9	ZNF667-AS1	-2.197	0.491914081812819
ENSG00000166780.9	C16orf45	0.619	0.920782046474444
ENSG00000166783.18	KIAA0430	-0.164	0.936410448176466
ENSG00000166788.8	SAAL1	-0.007	0.998591466615811
ENSG00000166793.9	YPEL4	-0.128	0.989728733436236
ENSG00000166794.4	PPIB	0.039	0.994191120678267
ENSG00000166797.9	FAM96A	-0.378	0.895578354893832
ENSG00000166801.14	FAM111A	-0.085	0.983334321988679
ENSG00000166803.9	KIAA0101	0.318	0.953310783646196
ENSG00000166813.13	KIF7	0.229	0.979689701413654
ENSG00000166816.12	LDHD	-1.483	0.750513034441401
ENSG00000166819.10	PLIN1	-0.778	0.90622685812824
ENSG00000166821.7	PEX11A	-0.496	0.816064005616178
ENSG00000166822.11	TMEM170A	0.408	0.861921377641478
ENSG00000166823.5	MESP1	-0.263	0.975758083741914
ENSG00000166825.12	ANPEP	-1.338	0.763918829828994
ENSG00000166831.7	RBPMS2	-1.521	0.662045697941166
ENSG00000166833.18	NAV2	-0.504	0.934964188301689
ENSG00000166839.15	ANKDD1A	-0.2	0.963337893034027
ENSG00000166840.12	GLYATL1	-2.29	0.712113206755887
ENSG00000166845.12	C18orf54	0.173	0.982442185129749
ENSG00000166847.8	DCTN5	0.095	0.975183016318045
ENSG00000166848.5	TERF2IP	-0.312	0.871815723187774
ENSG00000166851.13	PLK1	0.339	0.964627320818708
ENSG00000166855.8	CLPX	0.252	0.901372019363546
ENSG00000166856.2	GPR182	-0.835	0.897447095116341
ENSG00000166860.2	ZBTB39	0.398	0.828491516637437
ENSG00000166866.11	MYO1A	0.952	0.910121113111785
ENSG00000166881.8	NEMP1	0.119	0.975692387646793
ENSG00000166886.11	NAB2	-0.58	0.821280978410385
ENSG00000166887.14	VPS39	0.368	0.79039391154285
ENSG00000166888.9	STAT6	-0.303	0.900935288142214
ENSG00000166889.13	PATL1	-0.381	0.819630528158827
ENSG00000166896.6	XRCC6BP1	3.318	4.81770865151372e-07
ENSG00000166897.13	ELFN2	-4.159	0.0161241268496817
ENSG00000166900.13	STX3	-0.871	0.693478857003578
ENSG00000166902.4	MRPL16	-0.677	0.543275562486269
ENSG00000166908.16	PIP4K2C	-0.309	0.90622685812824
ENSG00000166912.15	MTMR10	-0.56	0.744903123684572
ENSG00000166913.11	YWHAB	-0.042	0.989469457676421
ENSG00000166920.9	C15orf48	0.393	0.972374169433838
ENSG00000166922.7	SCG5	2.001	0.467235966101296
ENSG00000166923.9	GREM1	-0.218	0.987824373716955
ENSG00000166924.7	NYAP1	0.345	0.973197721534724
ENSG00000166925.7	TSC22D4	-0.491	0.709097079829318
ENSG00000166927.11	MS4A7	-2.127	0.107560191636233
ENSG00000166928.9	MS4A14	-0.798	0.753995592690934
ENSG00000166938.11	DIS3L	0.151	0.959860533173091
ENSG00000166946.12	CCNDBP1	-0.379	0.790080458390996
ENSG00000166949.14	SMAD3	-0.079	0.988467719666183
ENSG00000166959.6	MS4A8	-4.18	0.433254190804579
ENSG00000166963.11	MAP1A	-0.036	0.99721597945701
ENSG00000166965.11	RCCD1	0.89	0.494415400509083
ENSG00000166971.15	AKTIP	-0.411	0.839661248160952
ENSG00000166974.11	MAPRE2	-0.472	0.839953948322294
ENSG00000166979.11	EVA1C	-0.096	0.991023137179418
ENSG00000166986.11	MARS	-0.11	0.974712192369086
ENSG00000166987.13	MBD6	-0.461	0.809226379056336
ENSG00000166997.6	CNPY4	0.211	0.964500473131924
ENSG00000167004.11	PDIA3	0.211	0.932871574616364
ENSG00000167005.12	NUDT21	0.226	0.913698121422302
ENSG00000167034.9	NKX3-1	0.294	0.968299470625089
ENSG00000167037.17	SGSM1	-0.793	0.864688451948624
ENSG00000167065.12	DUSP18	0.05	0.991023137179418
ENSG00000167074.13	TEF	-1.161	0.489314711314484
ENSG00000167077.11	MEI1	-1.594	0.724297237769612
ENSG00000167080.7	B4GALNT2	1.748	0.797220875710845
ENSG00000167081.15	PBX3	-2.613	0.103969003626966
ENSG00000167083.5	GNGT2	-1.988	0.386401692475429
ENSG00000167085.10	PHB	-0.081	0.982615593597666
ENSG00000167088.9	SNRPD1	0.069	0.987824373716955
ENSG00000167094.14	TTC16	-1.251	0.821850474187064
ENSG00000167100.13	SAMD14	-0.493	0.891231205622727
ENSG00000167103.10	PIP5KL1	-0.323	0.972374169433838
ENSG00000167105.6	TMEM92	0.962	0.907789312768187
ENSG00000167106.10	FAM102A	-1.088	0.739120642683205
ENSG00000167107.11	ACSF2	-0.123	0.987824373716955
ENSG00000167110.15	GOLGA2	0.04	0.991876578494389
ENSG00000167112.9	TRUB2	-0.302	0.896173503506587
ENSG00000167113.9	COQ4	-0.366	0.896173503506587
ENSG00000167114.11	SLC27A4	-0.446	0.810126282181737
ENSG00000167118.9	URM1	-0.514	0.81218425310306
ENSG00000167123.17	CERCAM	-0.757	0.826086180534475
ENSG00000167130.16	DOLPP1	0.16	0.977739368539447
ENSG00000167136.6	ENDOG	-1.081	0.696583078631748
ENSG00000167157.10	PRRX2	0.354	0.976362709867529
ENSG00000167165.17	UGT1A6	1.124	0.920292370961534
ENSG00000167173.17	C15orf39	-0.61	0.821280978410385
ENSG00000167178.14	ISLR2	-0.768	0.889931013124848
ENSG00000167182.12	SP2	0.007	0.998117201067154
ENSG00000167183.2	PRR15L	0.698	0.912618972457897
ENSG00000167186.9	COQ7	-0.315	0.867744902927717
ENSG00000167191.10	GPRC5B	-2.463	0.083465454241665
ENSG00000167193.7	CRK	0.145	0.961171527847687
ENSG00000167196.12	FBXO22	0.523	0.734604220461999
ENSG00000167202.10	TBC1D2B	-0.573	0.868032739088686
ENSG00000167207.10	NOD2	-0.583	0.909749102909927
ENSG00000167208.13	SNX20	-2.645	0.335555556781405
ENSG00000167216.15	KATNAL2	-0.911	0.800197612264745
ENSG00000167220.10	HDHD2	-0.499	0.8929217019897
ENSG00000167232.12	ZNF91	-0.034	0.993056238568157
ENSG00000167244.16	IGF2	0.967	0.910289281056382
ENSG00000167257.9	RNF214	-0.093	0.977449629744104
ENSG00000167258.12	CDK12	0.398	0.695414728390347
ENSG00000167261.12	DPEP2	-0.985	0.679999617943295
ENSG00000167264.16	DUS2	0.157	0.975183016318045
ENSG00000167272.9	POP5	-0.196	0.964121112889331
ENSG00000167280.15	ENGASE	0.877	0.499909059292275
ENSG00000167283.6	ATP5L	-0.581	0.781715836212192
ENSG00000167286.8	CD3D	-3.728	0.150211383856787
ENSG00000167291.14	TBC1D16	0.199	0.970975616905045
ENSG00000167302.8	ENTHD2	0.345	0.886902058289142
ENSG00000167306.17	MYO5B	-0.093	0.988603659497555
ENSG00000167315.16	ACAA2	-0.759	0.81218425310306
ENSG00000167323.8	STIM1	-0.857	0.567125232543944
ENSG00000167325.13	RRM1	-0.207	0.93831742491173
ENSG00000167333.11	TRIM68	0.298	0.911517440665152
ENSG00000167363.12	FN3K	-0.125	0.983334321988679
ENSG00000167371.15	PRRT2	-0.313	0.972374169433838
ENSG00000167377.16	ZNF23	0.374	0.932871574616364
ENSG00000167378.7	IRGQ	-0.005	0.999405775904437
ENSG00000167380.15	ZNF226	-0.071	0.987824373716955
ENSG00000167384.9	ZNF180	-0.119	0.959647638065988
ENSG00000167393.15	PPP2R3B	0.644	0.751086828055091
ENSG00000167394.11	ZNF668	-0.001	0.999583530485172
ENSG00000167395.10	ZNF646	0.029	0.991506962282656
ENSG00000167397.13	VKORC1	-0.359	0.913223905866219
ENSG00000167434.8	CA4	-0.773	0.946155069481969
ENSG00000167447.11	SMG8	0.073	0.985433554809215
ENSG00000167460.13	TPM4	-0.294	0.947984914596734
ENSG00000167461.10	RAB8A	-0.587	0.283156698386304
ENSG00000167468.15	GPX4	-0.71	0.78958133277026
ENSG00000167470.11	MIDN	-0.152	0.972972203685973
ENSG00000167476.9	JSRP1	-3.645	0.312301189164094
ENSG00000167483.16	FAM129C	-2.364	0.626931305425869
ENSG00000167487.10	KLHL26	-0.246	0.940735872892943
ENSG00000167491.16	GATAD2A	-0.32	0.703888647458739
ENSG00000167508.9	MVD	0.156	0.975758083741914
ENSG00000167513.7	CDT1	0.307	0.948798366093313
ENSG00000167515.9	TRAPPC2L	-0.492	0.87394802434501
ENSG00000167522.13	ANKRD11	0.165	0.944005472015393
ENSG00000167523.12	SPATA33	0.024	0.99721597945701
ENSG00000167524.13	SGK494	1.276	0.430844112031549
ENSG00000167525.12	PROCA1	0.043	0.99721597945701
ENSG00000167526.12	RPL13	-0.044	0.996398803848778
ENSG00000167528.11	ZNF641	-0.615	0.759139361751131
ENSG00000167535.6	CACNB3	0.065	0.994617878470561
ENSG00000167536.12	DHRS13	0.373	0.912324171937227
ENSG00000167543.14	TP53I13	0.339	0.917973526829735
ENSG00000167548.13	KMT2D	0.052	0.991023137179418
ENSG00000167549.17	CORO6	1.531	0.224326895387552
ENSG00000167550.9	RHEBL1	0.251	0.972374169433838
ENSG00000167552.12	TUBA1A	-0.009	0.999405775904437
ENSG00000167553.13	TUBA1C	-0.261	0.959860533173091
ENSG00000167554.13	ZNF610	0.479	0.933438365920771
ENSG00000167555.12	ZNF528	1.228	0.747016014759409
ENSG00000167562.10	ZNF701	0.009	0.999350258748752
ENSG00000167565.11	SERTAD3	-0.363	0.893785355624321
ENSG00000167566.15	NCKAP5L	-0.144	0.974689710388866
ENSG00000167578.15	RAB4B	-0.389	0.923078930535019
ENSG00000167588.11	GPD1	-1.496	0.821132007857234
ENSG00000167595.13	PROSER3	-0.04	0.993291091704572
ENSG00000167600.12	CYP2S1	1.674	0.691068432054009
ENSG00000167601.10	AXL	-0.16	0.985578772171487
ENSG00000167604.12	NFKBID	-0.014	0.998591466615811
ENSG00000167608.10	TMC4	-0.57	0.892766380708324
ENSG00000167613.14	LAIR1	-2.204	0.231874973551238
ENSG00000167614.12	TTYH1	1.16	0.912181345493727
ENSG00000167615.15	LENG8	0.504	0.807313929764071
ENSG00000167617.2	CDC42EP5	1.292	0.725640337741658
ENSG00000167619.10	TMEM145	0.063	0.996742725329335
ENSG00000167625.9	ZNF526	-0.083	0.977181771104685
ENSG00000167632.13	TRAPPC9	0.374	0.872775170698196
ENSG00000167635.10	ZNF146	0.226	0.927571406702536
ENSG00000167637.15	ZNF283	0.035	0.994617878470561
ENSG00000167641.9	PPP1R14A	-0.484	0.920292700900924
ENSG00000167642.11	SPINT2	-0.16	0.979689701413654
ENSG00000167644.10	C19orf33	0.423	0.979689701413654
ENSG00000167645.15	YIF1B	-0.213	0.949485528707759
ENSG00000167646.12	DNAAF3	-0.599	0.929720055808024
ENSG00000167653.4	PSCA	-3.283	0.231779147031656
ENSG00000167657.10	DAPK3	-0.161	0.968689426281986
ENSG00000167658.14	EEF2	-0.43	0.821132007857234
ENSG00000167664.7	TMIGD2	-2.442	0.404672552092456
ENSG00000167670.14	CHAF1A	-0.106	0.978771429296205
ENSG00000167671.10	UBXN6	-0.603	0.668264064134118
ENSG00000167674.13	CTB-50L17.10	-0.597	0.713591612737745
ENSG00000167676.3	PLIN4	-1.231	0.807313929764071
ENSG00000167680.14	SEMA6B	-1.249	0.410305246832423
ENSG00000167685.13	ZNF444	-0.319	0.917493413278479
ENSG00000167693.15	NXN	-0.842	0.849423940139594
ENSG00000167695.13	FAM57A	0.775	0.733811829570338
ENSG00000167699.12	GLOD4	0.716	0.312301189164094
ENSG00000167700.7	MFSD3	0.244	0.94980130969281
ENSG00000167701.12	GPT	-0.229	0.983619610184201
ENSG00000167702.10	KIFC2	0.022	0.998117201067154
ENSG00000167703.13	SLC43A2	0.073	0.993056238568157
ENSG00000167705.10	RILP	-1.012	0.629094847716464
ENSG00000167711.12	SERPINF2	-1.236	0.884977325440155
ENSG00000167716.17	WDR81	0.184	0.963337893034027
ENSG00000167720.11	SRR	0.345	0.890532972391241
ENSG00000167721.9	TSR1	0.496	0.689933970353102
ENSG00000167723.13	TRPV3	-2.666	0.272679697078112
ENSG00000167733.12	HSD11B1L	0.265	0.961171527847687
ENSG00000167740.8	CYB5D2	-0.492	0.805784790597052
ENSG00000167741.9	GGT6	-0.014	0.999405775904437
ENSG00000167747.12	C19orf48	0.24	0.961171527847687
ENSG00000167748.9	KLK1	-1.781	0.86422186697008
ENSG00000167757.12	KLK11	-0.786	0.962143125445209
ENSG00000167759.11	KLK13	0.041	0.998117201067154
ENSG00000167766.17	ZNF83	-0.071	0.991023137179418
ENSG00000167767.12	KRT80	0.04	0.998117201067154
ENSG00000167770.10	OTUB1	-0.519	0.824714846244977
ENSG00000167771.5	RCOR2	0.139	0.990978720392422
ENSG00000167772.10	ANGPTL4	-1.292	0.763138067853229
ENSG00000167775.9	CD320	0.044	0.995314110056983
ENSG00000167778.7	SPRYD3	-0.38	0.818606631076288
ENSG00000167779.6	IGFBP6	-0.555	0.929627264140731
ENSG00000167780.10	SOAT2	-1.867	0.703671500363615
ENSG00000167785.7	ZNF558	0.533	0.812015159887963
ENSG00000167792.10	NDUFV1	0.334	0.915333201904474
ENSG00000167797.6	CDK2AP2	1.025	0.55099900396597
ENSG00000167798.15	C3P1	1.679	0.862692772420096
ENSG00000167799.8	NUDT8	0.882	0.753995592690934
ENSG00000167807.14	CTD-2369P2.10	-0.019	0.998117201067154
ENSG00000167815.10	PRDX2	-0.428	0.895593895547311
ENSG00000167840.12	ZNF232	0.421	0.910121113111785
